PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"27819250","Applying dynamic data collection to improve dry electrode system performance for a P300-based brain-computer interface","Clements JM, Sellers EW, Ryan DB, Caves K, Collins LM, Throckmorton CS.","J Neural Eng. 2016 Dec;13(6):066018. doi: 10.1088/1741-2560/13/6/066018. Epub 2016 Nov 7.","Clements JM","J Neural Eng","2016","2016/11/08","PMC6378883","NIHMS1010087","10.1088/1741-2560/13/6/066018"
"27697458","Real-time EEG artifact correction during fMRI using ICA","Mayeli A, Zotev V, Refai H, Bodurka J.","J Neurosci Methods. 2016 Dec 1;274:27-37. doi: 10.1016/j.jneumeth.2016.09.012. Epub 2016 Sep 30.","Mayeli A","J Neurosci Methods","2016","2016/10/05","","","10.1016/j.jneumeth.2016.09.012"
"27335578","A new method to detect event-related potentials based on Pearson's correlation","Giroldini W, Pederzoli L, Bilucaglia M, Melloni S, Tressoldi P.","EURASIP J Bioinform Syst Biol. 2016 Jun 7;2016(1):11. doi: 10.1186/s13637-016-0043-z. eCollection 2016 Dec.","Giroldini W","EURASIP J Bioinform Syst Biol","2016","2016/06/24","PMC4894923","","10.1186/s13637-016-0043-z"
"27929516","The feasibility of using Microsoft Kinect v2 sensors during radiotherapy delivery","Edmunds DM, Bashforth SE, Tahavori F, Wells K, Donovan EM.","J Appl Clin Med Phys. 2016 Nov 8;17(6):446-453. doi: 10.1120/jacmp.v17i6.6377.","Edmunds DM","J Appl Clin Med Phys","2016","2016/12/09","PMC5690521","","10.1120/jacmp.v17i6.6377"
"27957405","Smart Helmet: Wearable Multichannel ECG and EEG","Von Rosenberg W, Chanwimalueang T, Goverdovsky V, Looney D, Sharp D, Mandic DP.","IEEE J Transl Eng Health Med. 2016 Nov 1;4:2700111. doi: 10.1109/JTEHM.2016.2609927. eCollection 2016.","Von Rosenberg W","IEEE J Transl Eng Health Med","2016","2016/12/14","PMC5127696","","10.1109/JTEHM.2016.2609927"
"27809243","A Cross-Correlational Analysis between Electroencephalographic and End-Tidal Carbon Dioxide Signals: Methodological Issues in the Presence of Missing Data and Real Data Results","Morelli MS, Giannoni A, Passino C, Landini L, Emdin M, Vanello N.","Sensors (Basel). 2016 Oct 31;16(11):1828. doi: 10.3390/s16111828.","Morelli MS","Sensors (Basel)","2016","2016/11/04","PMC5134487","","10.3390/s16111828"
"27790105","Flicker Regularity Is Crucial for Entrainment of Alpha Oscillations","Notbohm A, Herrmann CS.","Front Hum Neurosci. 2016 Oct 13;10:503. doi: 10.3389/fnhum.2016.00503. eCollection 2016.","Notbohm A","Front Hum Neurosci","2016","2016/10/30","PMC5061822","","10.3389/fnhum.2016.00503"
"27774054","TMSEEG: A MATLAB-Based Graphical User Interface for Processing Electrophysiological Signals during Transcranial Magnetic Stimulation","Atluri S, Frehlich M, Mei Y, Garcia Dominguez L, Rogasch NC, Wong W, Daskalakis ZJ, Farzan F.","Front Neural Circuits. 2016 Oct 7;10:78. doi: 10.3389/fncir.2016.00078. eCollection 2016.","Atluri S","Front Neural Circuits","2016","2016/10/25","PMC5054290","","10.3389/fncir.2016.00078"
"27484621","Automated detection and labeling of high-density EEG electrodes from structural MR images","Marino M, Liu Q, Brem S, Wenderoth N, Mantini D.","J Neural Eng. 2016 Oct;13(5):056003. doi: 10.1088/1741-2560/13/5/056003. Epub 2016 Aug 3.","Marino M","J Neural Eng","2016","2016/08/04","","","10.1088/1741-2560/13/5/056003"
"27658216","Effects of Mental Load and Fatigue on Steady-State Evoked Potential Based Brain Computer Interface Tasks: A Comparison of Periodic Flickering and Motion-Reversal Based Visual Attention","Xie J, Xu G, Wang J, Li M, Han C, Jia Y.","PLoS One. 2016 Sep 22;11(9):e0163426. doi: 10.1371/journal.pone.0163426. eCollection 2016.","Xie J","PLoS One","2016","2016/09/23","PMC5033480","","10.1371/journal.pone.0163426"
"27508255","A semi-simulated EEG/EOG dataset for the comparison of EOG artifact rejection techniques","Klados MA, Bamidis PD.","Data Brief. 2016 Jun 29;8:1004-6. doi: 10.1016/j.dib.2016.06.032. eCollection 2016 Sep.","Klados MA","Data Brief","2016","2016/08/11","PMC4969208","","10.1016/j.dib.2016.06.032"
"27291356","Effect of electrocardiogram interference on cortico-cortical connectivity analysis and a possible solution","Govindan RB, Kota S, Al-Shargabi T, Massaro AN, Chang T, du Plessis A.","J Neurosci Methods. 2016 Sep 1;270:76-84. doi: 10.1016/j.jneumeth.2016.06.009. Epub 2016 Jun 9.","Govindan RB","J Neurosci Methods","2016","2016/06/14","PMC7073256","NIHMS798205","10.1016/j.jneumeth.2016.06.009"
"27157789","Towards motion insensitive EEG-fMRI: Correcting motion-induced voltages and gradient artefact instability in EEG using an fMRI prospective motion correction (PMC) system","Maziero D, Velasco TR, Hunt N, Payne E, Lemieux L, Salmon CEG, Carmichael DW.","Neuroimage. 2016 Sep;138:13-27. doi: 10.1016/j.neuroimage.2016.05.003. Epub 2016 May 6.","Maziero D","Neuroimage","2016","2016/05/10","","","10.1016/j.neuroimage.2016.05.003"
"27534393","25th Annual Computational Neuroscience Meeting: CNS-2016","Sharpee TO, Destexhe A, Kawato M, Sekulić V, Skinner FK, Wójcik DK, Chintaluri C, Cserpán D, Somogyvári Z, Kim JK, Kilpatrick ZP, Bennett MR, Josić K, Elices I, Arroyo D, Levi R, Rodriguez FB, Varona P, Hwang E, Kim B, Han HB, Kim T, McKenna JT, Brown RE, McCarley RW, Choi JH, Rankin J, Popp PO, Rinzel J, Tabas A, Rupp A, Balaguer-Ballester E, Maturana MI, Grayden DB, Cloherty SL, Kameneva T, Ibbotson MR, Meffin H, Koren V, Lochmann T, Dragoi V, Obermayer K, Psarrou M, Schilstra M, Davey N, Torben-Nielsen B, Steuber V, Ju H, Yu J, Hines ML, Chen L, Yu Y, Kim J, Leahy W, Shlizerman E, Birgiolas J, Gerkin RC, Crook SM, Viriyopase A, Memmesheimer RM, Gielen S, Dabaghian Y, DeVito J, Perotti L, Kim AJ, Fenk LM, Cheng C, Maimon G, Zhao C, Widmer Y, Sprecher S, Senn W, Halnes G, Mäki-Marttunen T, Keller D, Pettersen KH, Andreassen OA, Einevoll GT, Yamada Y, Steyn-Ross ML, Alistair Steyn-Ross D, Mejias JF, Murray JD, Kennedy H, Wang XJ, Kruscha A, Grewe J, Benda J, Lindner B, Badel L, Ohta K, Tsuchimoto Y, Kazama H, Kahng B, Tam ND, Pollonini L, Zouridakis G, Soh J, Kim D, Yoo M, et al.","BMC Neurosci. 2016 Aug 18;17 Suppl 1(Suppl 1):54. doi: 10.1186/s12868-016-0283-6.","Sharpee TO","BMC Neurosci","2016","2016/08/19","PMC5001212","","10.1186/s12868-016-0283-6"
"27570688","Circumferential optical coherence tomography angiography imaging of the swine esophagus using a micromotor balloon catheter","Lee HC, Ahsen OO, Liang K, Wang Z, Cleveland C, Booth L, Potsaid B, Jayaraman V, Cable AE, Mashimo H, Langer R, Traverso G, Fujimoto JG.","Biomed Opt Express. 2016 Jul 5;7(8):2927-42. doi: 10.1364/BOE.7.002927. eCollection 2016 Aug 1.","Lee HC","Biomed Opt Express","2016","2016/08/30","PMC4986804","","10.1364/BOE.7.002927"
"27468318","Direction and viewing area-sensitive influence of EOG artifacts revealed in the EEG topographic pattern analysis","Ai G, Sato N, Singh B, Wagatsuma H.","Cogn Neurodyn. 2016 Aug;10(4):301-14. doi: 10.1007/s11571-016-9382-4. Epub 2016 Mar 4.","Ai G","Cogn Neurodyn","2016","2016/07/29","PMC4947054","","10.1007/s11571-016-9382-4"
"27102041","Robust power spectral estimation for EEG data","Melman T, Victor JD.","J Neurosci Methods. 2016 Aug 1;268:14-22. doi: 10.1016/j.jneumeth.2016.04.015. Epub 2016 Apr 19.","Melman T","J Neurosci Methods","2016","2016/04/23","PMC4903894","NIHMS785163","10.1016/j.jneumeth.2016.04.015"
"26844363","An Electrocorticography Grid with Conductive Nanoparticles in a Polymer Thick Film on an Organic Substrate Improves CT and MR Imaging","Ahmadi E, Katnani HA, Daftari Besheli L, Gu Q, Atefi R, Villeneuve MY, Eskandar E, Lev MH, Golby AJ, Gupta R, Bonmassar G.","Radiology. 2016 Aug;280(2):595-601. doi: 10.1148/radiol.2016142529. Epub 2016 Feb 3.","Ahmadi E","Radiology","2016","2016/02/05","PMC4949083","NIHMS783338","10.1148/radiol.2016142529"
"27462511","Effects of modified electroconvulsive therapy on the electroencephalogram of schizophrenia patients","Zhao L, Jiang Y, Zhang H.","Springerplus. 2016 Jul 12;5(1):1063. doi: 10.1186/s40064-016-2747-7. eCollection 2016.","Zhao L","Springerplus","2016","2016/07/28","PMC4942443","","10.1186/s40064-016-2747-7"
"27390678","Intracranial Cortical Calcifications in a Focal Epilepsy Patient with Pseudohypoparathyroidism","Kim YS, Park J, Park Y, Hwang K, Koo DL, Kim D, Seo DW.","J Epilepsy Res. 2016 Jun 30;6(1):31-5. doi: 10.14581/jer.16006. eCollection 2016 Jun.","Kim YS","J Epilepsy Res","2016","2016/07/09","PMC4933679","","10.14581/jer.16006"
"27761491","""Eyes Open - Eyes Closed"" EEG/fMRI data set including dedicated ""Carbon Wire Loop"" motion detection channels","van der Meer J, Pampel A, van Someren E, Ramautar J, van der Werf Y, Gomez-Herrero G, Lepsien J, Hellrung L, Hinrichs H, Möller H, Walter M.","Data Brief. 2016 Mar 9;7:990-994. doi: 10.1016/j.dib.2016.03.001. eCollection 2016 Jun.","van der Meer J","Data Brief","2016","2016/10/21","PMC5063756","","10.1016/j.dib.2016.03.001"
"27468379","Identifying Treatment Response of Sertraline in a Teenager with Selective Mutism using Electrophysiological Neuroimaging","Eugene AR, Masiak J.","Int J Clin Pharmacol Toxicol. 2016 Jun;5(4):216-219. Epub 2016 Jun 15.","Eugene AR","Int J Clin Pharmacol Toxicol","2016","2016/07/29","PMC4959607","NIHMS796654",""
"26899209","Unmasking local activity within local field potentials (LFPs) by removing distal electrical signals using independent component analysis","Whitmore NW, Lin SC.","Neuroimage. 2016 May 15;132:79-92. doi: 10.1016/j.neuroimage.2016.02.032. Epub 2016 Feb 16.","Whitmore NW","Neuroimage","2016","2016/02/23","PMC4885644","NIHMS786869","10.1016/j.neuroimage.2016.02.032"
"27242467","Proposing Metrics for Benchmarking Novel EEG Technologies Towards Real-World Measurements","Oliveira AS, Schlink BR, Hairston WD, König P, Ferris DP.","Front Hum Neurosci. 2016 May 10;10:188. doi: 10.3389/fnhum.2016.00188. eCollection 2016.","Oliveira AS","Front Hum Neurosci","2016","2016/06/01","PMC4861738","","10.3389/fnhum.2016.00188"
"27199714","Hybrid ICA-Regression: Automatic Identification and Removal of Ocular Artifacts from Electroencephalographic Signals","Mannan MM, Jeong MY, Kamran MA.","Front Hum Neurosci. 2016 May 3;10:193. doi: 10.3389/fnhum.2016.00193. eCollection 2016.","Mannan MM","Front Hum Neurosci","2016","2016/05/21","PMC4853904","","10.3389/fnhum.2016.00193"
"27072097","In-depth performance analysis of an EEG based neonatal seizure detection algorithm","Mathieson S, Rennie J, Livingstone V, Temko A, Low E, Pressler RM, Boylan GB.","Clin Neurophysiol. 2016 May;127(5):2246-56. doi: 10.1016/j.clinph.2016.01.026. Epub 2016 Feb 21.","Mathieson S","Clin Neurophysiol","2016","2016/04/14","PMC4840013","","10.1016/j.clinph.2016.01.026"
"27040830","Amplitude-aware permutation entropy: Illustration in spike detection and signal segmentation","Azami H, Escudero J.","Comput Methods Programs Biomed. 2016 May;128:40-51. doi: 10.1016/j.cmpb.2016.02.008. Epub 2016 Feb 22.","Azami H","Comput Methods Programs Biomed","2016","2016/04/05","","","10.1016/j.cmpb.2016.02.008"
"26952846","Stimulation artifact correction method for estimation of early cortico-cortical evoked potentials","Trebaul L, Rudrauf D, Job AS, Mălîia MD, Popa I, Barborica A, Minotti L, Mîndruţă I, Kahane P, David O.","J Neurosci Methods. 2016 May 1;264:94-102. doi: 10.1016/j.jneumeth.2016.03.002. Epub 2016 Mar 4.","Trebaul L","J Neurosci Methods","2016","2016/03/09","PMC4840016","","10.1016/j.jneumeth.2016.03.002"
"27120605","Unsupervised Event Characterization and Detection in Multichannel Signals: An EEG application","Mur A, Dormido R, Vega J, Duro N, Dormido-Canto S.","Sensors (Basel). 2016 Apr 23;16(4):590. doi: 10.3390/s16040590.","Mur A","Sensors (Basel)","2016","2016/04/28","PMC4851103","","10.3390/s16040590"
"27551645","Comparative Study of Wavelet-Based Unsupervised Ocular Artifact Removal Techniques for Single-Channel EEG Data","Khatun S, Mahajan R, Morshed BI.","IEEE J Transl Eng Health Med. 2016 Apr 4;4:2000108. doi: 10.1109/JTEHM.2016.2544298. eCollection 2016.","Khatun S","IEEE J Transl Eng Health Med","2016","2016/08/24","PMC4991686","","10.1109/JTEHM.2016.2544298"
"26971487","Monitoring burst suppression in critically ill patients: Multi-centric evaluation of a novel method","Fürbass F, Herta J, Koren J, Westover MB, Hartmann MM, Gruber A, Baumgartner C, Kluge T.","Clin Neurophysiol. 2016 Apr;127(4):2038-46. doi: 10.1016/j.clinph.2016.02.001. Epub 2016 Feb 9.","Fürbass F","Clin Neurophysiol","2016","2016/03/15","PMC4879619","NIHMS785664","10.1016/j.clinph.2016.02.001"
"26826516","Automatic EEG-assisted retrospective motion correction for fMRI (aE-REMCOR)","Wong CK, Zotev V, Misaki M, Phillips R, Luo Q, Bodurka J.","Neuroimage. 2016 Apr 1;129:133-147. doi: 10.1016/j.neuroimage.2016.01.042. Epub 2016 Jan 27.","Wong CK","Neuroimage","2016","2016/01/31","","","10.1016/j.neuroimage.2016.01.042"
"26636986","Accounting for microsaccadic artifacts in the EEG using independent component analysis and beamforming","Craddock M, Martinovic J, Müller MM.","Psychophysiology. 2016 Apr;53(4):553-65. doi: 10.1111/psyp.12593. Epub 2015 Dec 4.","Craddock M","Psychophysiology","2016","2015/12/05","","","10.1111/psyp.12593"
"26562208","Evaluation of Dry Sensors for Neonatal EEG Recordings","Fridman I, Cordeiro M, Rais-Bahrami K, McDonald NJ, Reese JJ Jr, Massaro AN, Conry JA, Chang T, Soussou W, Tsuchida TN.","J Clin Neurophysiol. 2016 Apr;33(2):149-55. doi: 10.1097/WNP.0000000000000237.","Fridman I","J Clin Neurophysiol","2016","2015/11/13","PMC4818163","NIHMS730254","10.1097/WNP.0000000000000237"
"27065835","Transcranial Alternating Current Stimulation with Sawtooth Waves: Simultaneous Stimulation and EEG Recording","Dowsett J, Herrmann CS.","Front Hum Neurosci. 2016 Mar 29;10:135. doi: 10.3389/fnhum.2016.00135. eCollection 2016.","Dowsett J","Front Hum Neurosci","2016","2016/04/12","PMC4809871","","10.3389/fnhum.2016.00135"
"26778608","Sparse time artifact removal","de Cheveigné A.","J Neurosci Methods. 2016 Mar 15;262:14-20. doi: 10.1016/j.jneumeth.2016.01.005. Epub 2016 Jan 8.","de Cheveigné A","J Neurosci Methods","2016","2016/01/19","","","10.1016/j.jneumeth.2016.01.005"
"26685257","Real-Time Adaptive EEG Source Separation Using Online Recursive Independent Component Analysis","Hsu SH, Mullen TR, Jung TP, Cauwenberghs G.","IEEE Trans Neural Syst Rehabil Eng. 2016 Mar;24(3):309-19. doi: 10.1109/TNSRE.2015.2508759. Epub 2015 Dec 17.","Hsu SH","IEEE Trans Neural Syst Rehabil Eng","2016","2015/12/20","PMC4824543","NIHMS767442","10.1109/TNSRE.2015.2508759"
"26151100","Reference-free removal of EEG-fMRI ballistocardiogram artifacts with harmonic regression","Krishnaswamy P, Bonmassar G, Poulsen C, Pierce ET, Purdon PL, Brown EN.","Neuroimage. 2016 Mar;128:398-412. doi: 10.1016/j.neuroimage.2015.06.088. Epub 2015 Jul 5.","Krishnaswamy P","Neuroimage","2016","2015/07/08","PMC4761527","NIHMS757639","10.1016/j.neuroimage.2015.06.088"
"26941601","Characterization of Artifacts Produced by Gel Displacement on Non-invasive Brain-Machine Interfaces during Ambulation","Costa Á, Salazar-Varas R, Úbeda A, Azorín JM.","Front Neurosci. 2016 Feb 25;10:60. doi: 10.3389/fnins.2016.00060. eCollection 2016.","Costa Á","Front Neurosci","2016","2016/03/05","PMC4766300","","10.3389/fnins.2016.00060"
"26901503","High Resolution Topography of Age-Related Changes in Non-Rapid Eye Movement Sleep Electroencephalography","Sprecher KE, Riedner BA, Smith RF, Tononi G, Davidson RJ, Benca RM.","PLoS One. 2016 Feb 22;11(2):e0149770. doi: 10.1371/journal.pone.0149770. eCollection 2016.","Sprecher KE","PLoS One","2016","2016/02/23","PMC4764685","","10.1371/journal.pone.0149770"
"26907276","Hybrid EEG--Eye Tracker: Automatic Identification and Removal of Eye Movement and Blink Artifacts from Electroencephalographic Signal","Mannan MM, Kim S, Jeong MY, Kamran MA.","Sensors (Basel). 2016 Feb 19;16(2):241. doi: 10.3390/s16020241.","Mannan MM","Sensors (Basel)","2016","2016/02/25","PMC4801617","","10.3390/s16020241"
"26903848","Temporal Cortex Activation to Audiovisual Speech in Normal-Hearing and Cochlear Implant Users Measured with Functional Near-Infrared Spectroscopy","van de Rijt LP, van Opstal AJ, Mylanus EA, Straatman LV, Hu HY, Snik AF, van Wanrooij MM.","Front Hum Neurosci. 2016 Feb 11;10:48. doi: 10.3389/fnhum.2016.00048. eCollection 2016.","van de Rijt LP","Front Hum Neurosci","2016","2016/02/24","PMC4750083","","10.3389/fnhum.2016.00048"
"26955516","Alpha desynchronization and fronto-parietal connectivity during spatial working memory encoding deficits in ADHD: A simultaneous EEG-fMRI study","Lenartowicz A, Lu S, Rodriguez C, Lau EP, Walshaw PD, McCracken JT, Cohen MS, Loo SK.","Neuroimage Clin. 2016 Feb 6;11:210-223. doi: 10.1016/j.nicl.2016.01.023. eCollection 2016.","Lenartowicz A","Neuroimage Clin","2016","2016/03/09","PMC4761724","","10.1016/j.nicl.2016.01.023"
"26238856","Universal automated high frequency oscillation detector for real-time, long term EEG","Gliske SV, Irwin ZT, Davis KA, Sahaya K, Chestek C, Stacey WC.","Clin Neurophysiol. 2016 Feb;127(2):1057-1066. doi: 10.1016/j.clinph.2015.07.016. Epub 2015 Jul 22.","Gliske SV","Clin Neurophysiol","2016","2015/08/05","PMC4723299","NIHMS712870","10.1016/j.clinph.2015.07.016"
"26785116","Large-Scale Functional Networks Identified from Resting-State EEG Using Spatial ICA","Sockeel S, Schwartz D, Pélégrini-Issac M, Benali H.","PLoS One. 2016 Jan 19;11(1):e0146845. doi: 10.1371/journal.pone.0146845. eCollection 2016.","Sockeel S","PLoS One","2016","2016/01/20","PMC4718524","","10.1371/journal.pone.0146845"
"26505301","Carbon-wire loop based artifact correction outperforms post-processing EEG/fMRI corrections--A validation of a real-time simultaneous EEG/fMRI correction method","van der Meer JN, Pampel A, Van Someren EJW, Ramautar JR, van der Werf YD, Gomez-Herrero G, Lepsien J, Hellrung L, Hinrichs H, Möller HE, Walter M.","Neuroimage. 2016 Jan 15;125:880-894. doi: 10.1016/j.neuroimage.2015.10.064. Epub 2015 Oct 24.","van der Meer JN","Neuroimage","2016","2015/10/28","","","10.1016/j.neuroimage.2015.10.064"
"26793089","Negligible Motion Artifacts in Scalp Electroencephalography (EEG) During Treadmill Walking","Nathan K, Contreras-Vidal JL.","Front Hum Neurosci. 2016 Jan 13;9:708. doi: 10.3389/fnhum.2015.00708. eCollection 2015.","Nathan K","Front Hum Neurosci","2016","2016/01/22","PMC4710850","","10.3389/fnhum.2015.00708"
"26779005","Higher Balance Task Demands are Associated with an Increase in Individual Alpha Peak Frequency","Hülsdünker T, Mierau A, Strüder HK.","Front Hum Neurosci. 2016 Jan 6;9:695. doi: 10.3389/fnhum.2015.00695. eCollection 2015.","Hülsdünker T","Front Hum Neurosci","2016","2016/01/19","PMC4702132","","10.3389/fnhum.2015.00695"
"27900329","Postinsertional Cable Movements of Cochlear Implant Electrodes and Their Effects on Intracochlear Pressure","Todt I, Karimi D, Luger J, Ernst A, Mittmann P.","Biomed Res Int. 2016;2016:3937196. doi: 10.1155/2016/3937196. Epub 2016 Nov 9.","Todt I","Biomed Res Int","2016","2016/12/01","PMC5120182","","10.1155/2016/3937196"
"27014611","Driving Drowsiness Detection Using Fusion of Electroencephalography, Electrooculography, and Driving Quality Signals","Noori SM, Mikaeili M.","J Med Signals Sens. 2016 Jan-Mar;6(1):39-46.","Noori SM","J Med Signals Sens","2016","2016/03/26","PMC4786962","",""
"26327245","Differences in the resting-state fMRI global signal amplitude between the eyes open and eyes closed states are related to changes in EEG vigilance","Wong CW, DeYoung PN, Liu TT.","Neuroimage. 2016 Jan 1;124(Pt A):24-31. doi: 10.1016/j.neuroimage.2015.08.053. Epub 2015 Aug 29.","Wong CW","Neuroimage","2016","2015/09/02","","","10.1016/j.neuroimage.2015.08.053"
"25415992","Automatic Identification of Artifact-Related Independent Components for Artifact Removal in EEG Recordings","Zou Y, Nathan V, Jafari R.","IEEE J Biomed Health Inform. 2016 Jan;20(1):73-81. doi: 10.1109/JBHI.2014.2370646. Epub 2014 Nov 13.","Zou Y","IEEE J Biomed Health Inform","2016","2014/11/22","PMC5309922","NIHMS749533","10.1109/JBHI.2014.2370646"
"26306657","Informed decomposition of electroencephalographic data","Gordon SM, Lawhern V, Passaro AD, McDowell K.","J Neurosci Methods. 2015 Dec 30;256:41-55. doi: 10.1016/j.jneumeth.2015.08.019. Epub 2015 Aug 22.","Gordon SM","J Neurosci Methods","2015","2015/08/27","","","10.1016/j.jneumeth.2015.08.019"
"26688799","Implementing a Smart Method to Eliminate Artifacts of Vital Signals","Javadpour A, Mohammadi A.","J Biomed Phys Eng. 2015 Dec 1;5(4):199-206. eCollection 2015 Dec.","Javadpour A","J Biomed Phys Eng","2015","2015/12/22","PMC4681465","",""
"26648858","Independent Component Analysis of Gait-Related Movement Artifact Recorded using EEG Electrodes during Treadmill Walking","Snyder KL, Kline JE, Huang HJ, Ferris DP.","Front Hum Neurosci. 2015 Dec 1;9:639. doi: 10.3389/fnhum.2015.00639. eCollection 2015.","Snyder KL","Front Hum Neurosci","2015","2015/12/10","PMC4664645","","10.3389/fnhum.2015.00639"
"26629758","Clinical Use of EEG in the ICU: Technical Setting","Alvarez V, Rossetti AO.","J Clin Neurophysiol. 2015 Dec;32(6):481-5. doi: 10.1097/WNP.0000000000000194.","Alvarez V","J Clin Neurophysiol","2015","2015/12/03","","","10.1097/WNP.0000000000000194"
"26618512","On-Going Frontal Alpha Rhythms Are Dominant in Passive State and Desynchronize in Active State in Adult Gray Mouse Lemurs","Infarinato F, Rahman A, Del Percio C, Lamberty Y, Bordet R, Richardson JC, Forloni G, Drinkenburg W, Lopez S, Aujard F, Babiloni C, Pifferi F; IMI project PharmaCog Consortium.","PLoS One. 2015 Nov 30;10(11):e0143719. doi: 10.1371/journal.pone.0143719. eCollection 2015.","Infarinato F","PLoS One","2015","2015/12/01","PMC4664384","","10.1371/journal.pone.0143719"
"26525736","Neurophysiological differences between patients clinically at high risk for schizophrenia and neurotypical controls--first steps in development of a biomarker","Duffy FH, D'Angelo E, Rotenberg A, Gonzalez-Heydrich J.","BMC Med. 2015 Nov 2;13:276. doi: 10.1186/s12916-015-0516-z.","Duffy FH","BMC Med","2015","2015/11/04","PMC4630963","","10.1186/s12916-015-0516-z"
"26415149","Real-Time Neuroimaging and Cognitive Monitoring Using Wearable Dry EEG","Mullen TR, Kothe CA, Chi YM, Ojeda A, Kerth T, Makeig S, Jung TP, Cauwenberghs G.","IEEE Trans Biomed Eng. 2015 Nov;62(11):2553-67. doi: 10.1109/TBME.2015.2481482. Epub 2015 Sep 23.","Mullen TR","IEEE Trans Biomed Eng","2015","2015/09/29","PMC4710679","NIHMS733482","10.1109/TBME.2015.2481482"
"26290353","Elevated synchrony in Parkinson disease detected with electroencephalography","Swann NC, de Hemptinne C, Aron AR, Ostrem JL, Knight RT, Starr PA.","Ann Neurol. 2015 Nov;78(5):742-50. doi: 10.1002/ana.24507. Epub 2015 Sep 2.","Swann NC","Ann Neurol","2015","2015/08/21","PMC4623949","NIHMS717405","10.1002/ana.24507"
"26578937","Beta activity in the premotor cortex is increased during stabilized as compared to normal walking","Bruijn SM, Van Dieën JH, Daffertshofer A.","Front Hum Neurosci. 2015 Oct 27;9:593. doi: 10.3389/fnhum.2015.00593. eCollection 2015.","Bruijn SM","Front Hum Neurosci","2015","2015/11/19","PMC4621867","","10.3389/fnhum.2015.00593"
"26305167","Estimating a neutral reference for electroencephalographic recordings: the importance of using a high-density montage and a realistic head model","Liu Q, Balsters JH, Baechinger M, van der Groen O, Wenderoth N, Mantini D.","J Neural Eng. 2015 Oct;12(5):056012. doi: 10.1088/1741-2560/12/5/056012. Epub 2015 Aug 25.","Liu Q","J Neural Eng","2015","2015/08/26","PMC4719184","EMS66736","10.1088/1741-2560/12/5/056012"
"26268446","The effects of spatial filtering and artifacts on electrocorticographic signals","Liu Y, Coon WG, de Pesters A, Brunner P, Schalk G.","J Neural Eng. 2015 Oct;12(5):056008. doi: 10.1088/1741-2560/12/5/056008. Epub 2015 Aug 13.","Liu Y","J Neural Eng","2015","2015/08/14","PMC5485665","NIHMS717661","10.1088/1741-2560/12/5/056008"
"26080310","Friends, not foes: Magnetoencephalography as a tool to uncover brain dynamics during transcranial alternating current stimulation","Neuling T, Ruhnau P, Fuscà M, Demarchi G, Herrmann CS, Weisz N.","Neuroimage. 2015 Sep;118:406-13. doi: 10.1016/j.neuroimage.2015.06.026. Epub 2015 Jun 12.","Neuling T","Neuroimage","2015","2015/06/17","PMC4686537","","10.1016/j.neuroimage.2015.06.026"
"26321936","Detection of short-term activity avalanches in human brain default mode network with ultrafast MR encephalography","Rajna Z, Kananen J, Keskinarkaus A, Seppänen T, Kiviniemi V.","Front Hum Neurosci. 2015 Aug 11;9:448. doi: 10.3389/fnhum.2015.00448. eCollection 2015.","Rajna Z","Front Hum Neurosci","2015","2015/09/01","PMC4531800","","10.3389/fnhum.2015.00448"
"26137969","Comparison of Bispectral Index and Entropy values with electroencephalogram during surgical anaesthesia with sevoflurane","Aho AJ, Kamata K, Jäntti V, Kulkas A, Hagihira S, Huhtala H, Yli-Hankala A.","Br J Anaesth. 2015 Aug;115(2):258-66. doi: 10.1093/bja/aev206. Epub 2015 Jul 1.","Aho AJ","Br J Anaesth","2015","2015/07/04","","","10.1093/bja/aev206"
"26083595","Isolating gait-related movement artifacts in electroencephalography during human walking","Kline JE, Huang HJ, Snyder KL, Ferris DP.","J Neural Eng. 2015 Aug;12(4):046022. doi: 10.1088/1741-2560/12/4/046022. Epub 2015 Jun 17.","Kline JE","J Neural Eng","2015","2015/06/18","PMC4946867","NIHMS702844","10.1088/1741-2560/12/4/046022"
"26222059","The Fixation Distance to the Stimulus Influences ERP Quality: An EEG and Eye Tracking N400 Study","Domínguez-Martínez E, Parise E, Strandvall T, Reid VM.","PLoS One. 2015 Jul 29;10(7):e0134339. doi: 10.1371/journal.pone.0134339. eCollection 2015.","Domínguez-Martínez E","PLoS One","2015","2015/07/30","PMC4519043","","10.1371/journal.pone.0134339"
"26312076","A Robustness Comparison of Two Algorithms Used for EEG Spike Detection","Chaibi S, Lajnef T, Ghrob A, Samet M, Kachouri A.","Open Biomed Eng J. 2015 Jul 23;9:151-6. doi: 10.2174/1874120701509010151. eCollection 2015.","Chaibi S","Open Biomed Eng J","2015","2015/08/28","PMC4541300","","10.2174/1874120701509010151"
"26213933","Towards Semi-Automatic Artifact Rejection for the Improvement of Alzheimer's Disease Screening from EEG Signals","Solé-Casals J, Vialatte FB.","Sensors (Basel). 2015 Jul 23;15(8):17963-76. doi: 10.3390/s150817963.","Solé-Casals J","Sensors (Basel)","2015","2015/07/28","PMC4570302","","10.3390/s150817963"
